"Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	Q20A	Q20I	Q20E	Q21A	Q21I	Q21E	Q22A	Q22I	Q22E	Q23A	Q23I	Q23E	Q24A	Q24I	Q24E	Q25A	Q25I	Q25E	Q26A	Q26I	Q26E	Q27A	Q27I	Q27E	Q28A	Q28I	Q28E	Q29A	Q29I	Q29E	Q30A	Q30I	Q30E	Q31A	Q31I	Q31E	Q32A	Q32I	Q32E	Q33A	Q33I	Q33E	Q34A	Q34I	Q34E	Q35A	Q35I	Q35E	Q36A	Q36I	Q36E	Q37A	Q37I	Q37E	Q38A	Q38I	Q38E	Q39A	Q39I	Q39E	Q40A	Q40I	Q40E	Q41A	Q41I	Q41E	Q42A	Q42I	Q42E	country	source	introelapse	testelapse	surveyelapse	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	screensize	uniquenetworklocation	hand	religion	orientation	race	voted	married	familysize	major"
"2	9	4297	1	20	4771	2	19	3197	2	3	1302	2	22	3486	2	8	3631	1	26	4192	4	41	4671	3	31	6286	2	27	4099	2	14	5823	3	5	4044	3	42	4237	2	11	8686	2	21	3285	3	13	6895	4	15	4488	2	4	4044	2	1	2344	1	36	4388	2	28	3417	2	30	26776	1	37	2387	2	29	7138	2	16	6412	1	33	4076	2	38	3822	2	7	2801	2	6	5934	2	34	9497	3	18	3633	3	24	8211	3	35	3707	3	2	5007	2	40	4367	2	32	2369	2	17	3717	3	10	2926	3	39	3396	3	23	4329	1	25	3052	3	12	3366	IT	2	10	231	140	3	5	2	6	7	7	5	5	2	2	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	3	1	1	2	21	2	1	1	1	1	60	2	1	2	physics"
"4	37	2635	3	16	2581	2	34	4035	3	20	3785	3	32	4645	3	2	8744	1	3	4882	4	28	2096	1	31	5870	4	42	4373	4	41	2435	4	23	8558	4	24	1403	4	18	4625	1	13	3191	1	1	14456	4	12	2779	4	9	3030	1	14	5884	4	19	3783	4	26	2380	4	5	4223	1	33	3091	3	7	4007	4	30	5725	4	22	2016	4	8	2341	4	29	2165	4	21	2683	4	39	3933	4	35	2970	4	25	2793	4	17	1949	4	6	2923	3	10	6041	1	15	1930	4	4	5547	4	36	1818	4	11	2047	3	27	6024	1	40	3987	4	38	2837	US	2	9	168	82	1	3	5	7	7	7	6	5	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2	1	2	1	25	1	1	3	1	2	60	1	1	1	"
"3	8	15995	2	4	26680	3	16	4109	1	36	2624	3	29	5024	2	13	10568	2	37	6337	3	21	7079	3	7	9336	3	12	3593	4	25	5920	2	30	12259	4	15	2449	4	22	9326	3	24	3454	3	10	4353	4	31	3343	3	28	3193	1	6	9305	2	23	4335	4	26	2357	3	11	92063	1	40	3225	3	35	6720	1	5	8350	4	27	4102	4	42	3359	4	19	2667	4	9	6067	2	32	14426	4	34	3367	3	17	8151	3	41	4611	4	39	2513	4	14	15831	3	18	4603	3	38	10004	3	20	3212	4	33	2961	3	1	8462	2	3	7543	2	2	29736	US	2	15	394	211	3	6	5	5	6	7	5	4	4	4	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	2	1	1	15	2	1	1	4	1	70	2	1	2	"
"3	33	2916	3	15	3454	3	11	3300	3	36	4483	3	40	3445	3	27	2811	4	32	3117	3	7	3853	3	42	4717	3	24	2880	3	14	4057	3	18	4274	3	17	1815	3	20	6481	2	22	3082	3	38	4832	3	19	4397	3	28	4784	3	4	11144	3	13	2861	3	12	2646	2	34	3337	3	8	2544	3	16	3396	3	31	5264	3	6	2755	2	30	3387	2	9	3049	3	25	4210	2	23	9298	3	26	3471	2	2	27988	3	39	2229	3	5	3136	1	3	10832	3	1	11822	3	41	4305	3	10	2204	2	37	3790	3	29	5062	4	35	4753	4	21	4271	DE	2	5	210	124	3	6	2	6	2	4	2	6	1	4	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	2	2	2	2	19	1	1	1	2	1	60	1	1	2	"
"3	42	1636	3	5	3272	4	24	2030	3	39	1461	4	1	6591	2	34	3377	3	37	1737	3	22	1353	3	35	3565	4	19	1686	4	20	1416	2	18	1892	4	32	1088	3	13	3649	3	38	1138	4	10	2548	4	25	2053	3	4	3172	3	9	4509	3	6	2475	4	31	1895	4	11	1667	2	12	3314	4	33	1414	3	36	2114	4	7	1283	4	16	1790	4	23	1894	3	40	1995	3	3	3817	4	14	1662	3	28	3599	4	17	1753	4	8	1292	3	41	2129	2	27	1684	4	26	2787	4	2	5364	4	21	1302	4	29	4036	3	15	2198	4	30	3145	GB	2	2	103	154	7	6	6	5	6	2	1	7	2	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	16	1	1	1	12	1	60	2	1	0	"
"4	33	2733	4	13	4588	4	23	2055	3	37	3740	4	24	1733	4	27	2467	4	10	1749	4	20	1671	4	2	5042	2	14	3272	4	39	2949	4	19	2301	4	7	1400	4	3	3281	2	18	2651	4	22	2949	4	26	1650	4	31	2033	4	12	3186	4	15	3282	4	28	2403	4	34	1984	2	5	4321	4	25	1869	4	6	2158	4	35	2289	4	17	2983	4	11	1483	4	29	2334	4	1	6462	4	21	1849	4	32	2204	4	30	1371	4	8	1234	4	41	3016	4	4	1900	2	40	4520	4	16	1453	4	38	2185	4	9	2718	4	36	2899	4	42	2050	CA	0	1	111	180	4	4	5	7	2	6	7	7	1	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	2	2	1	15	2	1	3	12	5	70	2	1	2	"
"2	28	4767	2	9	2547	1	35	4528	3	6	10626	1	33	5205	2	5	3730	2	26	9430	2	36	10711	2	2	36707	1	42	3671	3	24	4807	3	11	4402	3	41	3419	2	29	7841	2	37	5312	1	7	4815	2	3	3145	2	38	2968	2	19	5928	3	12	2207	1	13	5028	2	39	4508	2	8	2791	2	14	3779	3	27	4243	2	15	1836	2	23	2924	3	4	3298	2	1	5408	2	32	6862	2	21	5888	2	20	5549	3	25	9089	1	10	6210	2	30	10638	2	40	3339	1	31	2596	1	17	3181	2	16	2413	3	18	4223	2	22	3428	2	34	3002	PH	0	16	246	487	6	4	7	5	6	6	6	2	5	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	4	3	2	2	31	1	1	1	4	1	10	2	2	4	hotel and restaurant management"
"3	20	6665	4	25	3791	4	15	6050	3	32	12398	4	29	4538	4	21	4111	3	18	6711	4	14	3216	4	9	17671	4	42	3640	4	41	3710	4	7	5756	4	10	2842	3	26	9367	4	24	183	4	8	7194	4	5	6312	3	37	3956	3	16	9425	3	38	3547	4	23	4027	4	30	6078	1	19	5322	4	33	5926	3	11	11281	4	13	3817	3	34	4400	3	35	3562	3	27	4445	3	31	9027	3	4	8403	2	1	25128	3	28	6579	4	3	8356	3	17	12134	2	39	3381	4	40	4293	4	22	5848	4	6	4050	2	36	9547	3	2	18913	3	12	7819	GB	2	7	294	286	1	2	5	7	3	6	6	6	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	3	2	1	38	1	1	1	7	1	60	1	2	1	Paramedic "
"3	38	2234	2	18	7539	2	34	2668	1	40	2415	4	26	2100	2	31	2464	1	12	5170	4	11	1652	4	21	4910	2	20	2084	3	10	2643	4	5	2991	4	41	1646	4	24	880	1	42	2921	3	39	2268	2	35	2848	2	13	4375	3	15	5886	1	32	2344	1	27	2518	3	16	2244	1	28	1826	2	4	4854	3	30	3728	3	8	2384	2	17	2130	2	3	4492	2	33	2644	1	14	4540	2	19	2575	2	29	2418	4	25	2195	2	9	2266	1	36	3903	1	37	1205	2	7	2484	1	22	2669	4	6	2639	2	1	8851	1	23	1683	4	2	5666	US	2	1	138	116	2	3	5	3	5	6	6	3	4	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	1	1	19	2	1	2	7	1	60	1	1	1	mechanical engineering"
"4	12	1779	4	11	2038	4	15	1641	4	10	2007	4	30	1177	4	27	1325	4	7	1860	4	18	1269	4	21	3467	4	33	1175	4	16	1559	4	26	1263	4	1	2723	4	6	1840	4	19	1608	4	35	1490	4	28	2231	4	23	1495	4	37	2453	4	13	1819	4	32	1075	4	14	1357	4	31	1273	4	9	2190	4	42	5492	4	41	962	4	39	1034	4	22	2362	4	25	1363	4	40	2257	4	17	1879	4	4	4623	4	34	992	4	36	1371	4	24	2389	4	29	986	4	3	2180	4	5	2046	4	2	2403	4	38	2783	4	8	1487	4	20	1308	US	2	14	81	94	1	7	7	7	7	7	2	7	1	4	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	2	1	1	14	1	1	1	12	2	60	2	1	4	"
"1	16	1944	1	15	1683	2	3	2961	1	32	1942	3	5	2494	1	11	2776	2	6	3419	3	27	1344	1	4	4469	1	24	2811	1	35	2686	2	33	2306	3	25	2147	1	14	2957	2	29	2697	2	1	6578	2	22	2687	1	30	2382	1	9	2954	1	38	3143	1	39	1555	3	26	3235	1	42	1723	3	10	3509	1	34	2568	2	41	2239	2	8	2124	2	23	1640	1	21	1908	1	19	3931	3	36	2293	1	18	2542	1	13	1944	2	31	1998	1	2	6122	1	12	2542	1	28	3987	1	17	1548	1	40	1428	1	20	2245	1	7	3144	3	37	2330	MX	2	7	113	128	7	4	2	3	6	1	7	6	4	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	2	1	47	2	1	1	1	1	60	1	1	1	history"
"3	19	5497	2	35	2572	2	26	3453	3	3	8857	4	1	2666	4	28	2016	2	29	2665	4	10	1699	4	6	2436	2	14	1848	3	41	1982	4	25	2098	3	5	1515	3	40	2563	2	12	2847	2	42	2101	3	31	2050	4	38	1752	1	2	9835	3	21	4217	2	24	1856	1	13	2201	3	9	1750	2	20	7850	2	16	4981	3	4	2055	3	30	1749	4	27	2034	4	11	3034	3	18	3779	2	17	1803	3	22	2513	4	32	2036	3	37	2714	3	39	2485	2	36	2311	3	33	3435	3	23	1844	3	34	1673	4	8	4313	2	7	3030	4	15	3496	US	0	2	134	72	3	6	3	6	3	3	5	5	3	2	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	2	2	1	15	2	1	1	6	2	60	2	1	2	"
"4	41	1570	2	35	3618	4	3	3500	3	10	3360	4	24	1148	4	40	1180	4	25	1774	4	36	1852	2	32	6719	4	39	1321	4	1	4543	4	17	2376	4	11	1976	4	22	3509	2	8	3054	2	33	2726	4	15	2212	4	26	1304	2	27	5758	4	37	1570	4	29	1796	4	18	2140	1	4	4600	4	21	3258	4	12	3508	4	28	1704	4	19	1914	4	16	1648	4	31	2492	1	2	12102	4	14	3165	4	38	2344	4	13	3686	4	30	1298	4	34	3132	4	42	1274	3	9	3430	4	7	1969	4	5	2000	4	6	2540	4	20	1944	4	23	1882	US	2	14	119	84	2	3	5	6	7	7	7	3	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	39	2	1	1	12	2	60	2	1	2	"
"2	29	2048	2	7	4676	1	42	2507	1	18	3744	2	34	2447	3	8	3087	1	36	1653	2	26	2571	1	22	3102	3	27	2154	2	35	2334	1	38	1608	3	31	1317	2	21	3121	2	10	2670	2	25	2060	4	5	4329	3	32	2747	2	20	3205	1	3	2624	3	39	1894	2	1	11012	1	12	2754	1	28	3372	1	11	4226	4	9	1995	3	15	2057	1	41	1402	2	4	4752	1	23	3396	1	40	2179	2	13	4537	1	16	1603	3	30	1410	2	24	3636	1	14	1474	3	19	3399	3	33	1415	2	37	1791	2	17	3029	1	6	1928	2	2	7046	CA	2	2	125	111	2	5	2	1	6	4	2	5	4	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	1	1	18	1	1	1	6	1	60	2	1	4	"
"4	19	4752	4	27	1619	2	1	11060	4	26	2979	3	16	4018	2	11	3001	4	8	2557	3	17	2108	2	39	6628	2	12	3220	3	18	2804	2	33	5814	4	32	1893	4	6	4008	2	3	6121	2	15	3569	3	37	3431	2	38	2864	2	28	4856	1	29	2671	2	21	3952	2	10	3354	2	40	3231	2	42	3411	3	25	8896	3	24	2640	3	31	3149	3	5	3913	3	9	4031	1	36	3832	2	41	4306	3	4	4970	2	20	3010	1	35	2358	3	7	7174	2	14	3112	1	23	3319	1	22	2186	3	30	6974	3	13	8339	4	34	2843	2	2	7299	US	2	6	183	345	5	2	6	4	7	4	6	5	4	3	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	2	1	2	1	23	1	1	1	12	1	60	2	1	1	buisness management "
"3	11	3344	4	8	3410	2	42	7767	2	27	3584	2	30	6848	3	2	10433	2	3	6862	3	33	1584	2	25	5912	2	29	3167	3	34	2080	3	21	3975	3	24	3080	4	16	7473	2	23	2799	3	1	11654	4	9	5473	4	20	2239	4	17	3838	3	37	1544	2	6	3056	3	22	1881	1	35	6520	2	26	3280	2	15	8768	3	36	4400	3	32	3576	4	18	4639	3	14	3600	3	7	5007	2	40	3711	3	38	4704	3	41	12495	4	19	2127	3	12	8360	3	4	5976	2	39	7015	2	28	1825	2	5	4167	3	31	3848	2	13	3936	3	10	3934	MY	1	2	205	155	5	4	5	6	6	7	7	7	3	4	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	1	2	2	21	2	1	2	6	0	10	2	2	3	psychology"
"1	14	3413	1	10	1948	4	36	2730	1	25	1878	4	29	2538	4	7	3768	1	33	1844	1	17	2078	2	41	4999	2	40	6017	3	32	2512	3	26	4149	3	11	3418	1	42	5853	1	23	1813	3	19	3659	2	16	2285	1	21	1600	1	27	1955	1	2	8958	2	9	2229	3	38	2580	1	31	1494	3	3	7491	1	37	2104	4	30	1952	3	6	3587	1	1	10771	2	35	3126	1	13	2698	3	15	2412	3	4	10933	2	22	3265	2	39	1705	3	5	5656	1	20	1472	3	24	5003	2	8	2603	2	28	2713	2	12	7550	1	18	2654	3	34	3741	IN	0	21	157	1822	4	3	6	6	3	5	3	5	3	4	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	3	3	2	2	17	1	1	1	8	1	10	2	1	2	Physics"
"3	4	3641	2	12	3441	2	14	4562	2	18	3680	3	38	4419	2	16	4698	2	25	6785	4	19	5170	3	5	5832	2	9	2859	3	37	3732	4	33	3070	4	20	2736	3	24	4465	2	13	1968	2	42	2513	2	31	2393	3	23	3017	2	39	3117	3	2	6759	2	11	2868	4	17	3950	3	22	2140	2	6	5268	2	36	6873	4	3	2554	4	1	12293	2	32	2828	3	35	3051	2	26	9282	2	8	8209	3	10	5931	3	28	2662	2	34	5638	2	15	8903	2	40	3245	2	41	3436	2	27	4557	3	29	2386	2	30	4002	2	21	2850	3	7	3938	US	0	14	186	194	2	3	7	6	6	6	5	1	4	2	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	3	2	2	1	21	2	1	1	12	1	60	1	1	3	Sociology & Political Science"
"2	24	3108	1	2	4280	3	13	3326	1	34	1520	4	16	2272	2	8	3648	3	10	2306	3	7	3023	2	22	3811	4	29	1570	3	12	2337	3	31	2782	4	6	2049	1	20	2997	2	36	3584	4	37	2185	4	21	2513	2	9	2892	1	3	2257	2	15	2224	4	28	1608	3	1	6053	1	38	2106	4	17	1922	1	14	3000	4	39	2796	1	30	2463	1	26	1848	3	4	2581	1	35	2430	4	5	4208	1	32	2703	2	42	2061	4	27	2326	1	40	2793	3	11	1515	4	18	1866	4	19	3063	1	25	2530	1	33	5427	2	41	2009	4	23	3162	MK	2	919	116	72	5	4	2	6	6	2	7	7	5	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	3	3	2	2	32	2	1	1	1	3	60	1	1	2	script writing"
"2	13	4445	1	1	9964	2	10	7815	4	40	2745	4	14	3354	4	16	1981	1	36	2511	3	9	2371	2	33	4197	4	4	4180	3	3	8112	3	24	2605	4	19	1544	2	42	3540	3	25	3198	3	22	3306	4	34	2324	1	12	3104	1	5	3494	2	29	2777	3	35	2574	3	27	3291	1	37	1576	3	8	11138	4	18	6567	4	11	1591	3	17	2198	2	2	5818	3	26	3338	2	21	3650	2	7	3385	1	39	3478	1	28	2558	4	15	1731	2	32	7846	4	20	1216	1	41	3074	4	31	2418	1	38	2340	3	30	5195	1	6	2184	3	23	4586	PH	2	3	188	145	3	4	5	6	6	7	7	4	2	4	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	4	1	2	2	22	2	1	2	6	3	10	1	1	6	English"
"3	4	12116	2	10	9463	3	3	23949	3	40	5752	3	29	6107	4	36	5404	1	26	17415	3	7	5484	3	41	8648	3	22	4135	3	20	3454	3	27	9151	3	17	3117	3	21	12663	2	9	10749	3	13	4936	3	39	4664	3	30	5086	3	18	13446	2	28	5123	3	16	9849	2	33	4398	2	23	7683	3	19	7820	3	42	14901	3	5	12899	4	2	13217	4	38	10148	2	8	9781	3	34	10052	2	14	7701	4	15	8113	4	37	5516	3	6	2820	3	31	7018	2	24	2200	3	25	6115	3	12	6696	3	35	3147	4	11	12470	2	32	4982	3	1	37166	MY	1	54	374	473	3	3	4	6	4	4	4	5	3	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	2	3	2	2	20	2	1	1	10	1	10	2	1	6	science geomatic"
"2	20	4193	2	17	2037	3	32	3833	3	22	2084	3	42	3935	3	25	2042	4	3	4805	2	1	4093	4	12	2949	3	40	1692	3	29	4078	4	33	1927	3	10	1633	2	35	7097	2	19	2712	3	24	2594	4	27	2651	3	31	1530	3	28	3038	3	16	2203	4	34	1785	3	41	1734	2	5	2166	3	15	4297	4	23	3437	3	36	2353	2	21	2131	4	6	2073	4	8	3260	4	18	3297	3	39	1902	2	30	2495	3	26	2052	2	2	4193	3	11	2812	3	4	2280	3	9	2751	3	14	1698	3	37	1534	3	7	4170	3	38	1954	2	13	3054	MY	0	2	119	138	4	4	5	6	3	5	5	5	3	5	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	2	2	19	1	1	1	10	1	10	2	1	4	pastry arts"
"1	40	5724	2	14	4866	4	10	5451	3	5	16258	4	36	3376	2	21	4614	2	26	2595	3	15	3441	3	32	10345	2	33	46608	2	4	5578	3	35	4081	4	30	2097	2	28	2201	4	27	3095	3	11	4677	2	13	6672	3	41	6335	4	12	5190	3	6	3972	4	16	23375	4	2	6316	2	8	27584	3	9	116351	3	20	3619	4	1	32477	1	31	3655	2	29	2415	2	17	4168	2	24	6639	3	22	6057	3	7	5295	4	23	2528	2	34	2870	3	38	7364	3	19	2108	2	3	6144	4	37	2951	2	42	22249	2	25	4542	1	39	753	2	18	7214	CZ	2	2554	459	195	2	6	7	1	6	7	3	2	2	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	2	3	1	2	21	2	1	1	2	1	60	1	1	2	IT"
"4	3	1709	1	9	1736	4	17	1063	1	20	1450	4	29	1382	4	42	1188	1	35	1706	4	2	5645	1	26	2270	4	25	1485	4	6	2260	3	33	2214	3	27	1985	1	24	1939	1	34	3168	4	13	903	4	37	931	4	11	1678	1	19	2310	4	14	1484	4	36	1669	3	23	3096	1	28	2267	4	12	1083	2	38	5619	4	40	1328	3	22	2037	3	1	3349	4	39	1888	3	32	3713	3	21	2359	1	5	3021	2	8	2080	4	16	833	1	30	6704	4	41	888	4	18	1060	4	15	846	4	4	1543	3	10	2211	1	31	1374	2	7	2693	IN	0	192	92	112	2	1	1	3	2	6	5	6	1	4	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	2	3	2	1	19	2	1	2	8	1	10	2	1	2	law"
"2	19	3638	3	9	4500	2	31	3079	3	6	3909	2	36	2268	2	26	2547	3	37	19741	3	3	4448	1	40	4919	2	28	2159	4	8	2426	3	1	1796	3	23	2914	3	35	5033	4	17	2443	3	2	3293	2	32	28667	1	15	3585	3	21	3473	3	7	2744	2	16	3310	2	30	6795	1	25	2560	2	18	2900	2	10	7197	2	38	2532	2	22	2505	1	24	2996	2	5	4169	3	29	7273	4	4	3588	1	34	4654	3	14	1975	3	33	3720	2	42	13616	2	27	1984	2	39	6837	2	11	3480	2	41	14068	4	13	3034	4	12	2185	2	20	3156	EE	2	3	228	163	5	6	6	7	5	6	5	3	2	3	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	2	2	17	1	1	1	2	1	60	2	0	0	"
"4	9	3347	1	12	4140	2	29	5422	2	28	5245	2	16	5727	4	4	4762	1	13	2468	4	17	5857	4	14	6575	4	6	7491	4	10	2076	1	25	3174	4	27	1750	2	30	966	1	32	2269	4	41	3052	2	31	5492	4	34	6331	1	7	6181	1	23	1845	2	42	7327	2	5	9619	1	22	2336	1	24	6146	1	20	8935	3	15	6490	1	1	11575	1	39	2924	4	38	1857	4	11	6877	2	40	4276	4	21	10162	1	2	10312	4	26	4621	4	37	8097	2	18	3542	4	19	5254	4	33	4488	1	36	2498	1	8	5664	1	3	6166	1	35	2756	PK	0	13	218	159	4	3	7	5	4	6	6	5	6	5	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	4	3	2	2	27	1	1	1	10	0	10	2	2	3	"
"3	4	2798	2	14	1553	2	16	2295	3	27	3555	3	12	1602	4	21	1688	4	26	1794	4	7	1727	4	40	3419	2	22	1828	3	29	1653	4	5	2462	4	39	2451	4	19	2232	4	20	1285	3	2	10901	3	11	1297	3	13	1842	3	34	2508	3	1	7729	3	8	1853	4	37	1965	2	9	2726	2	31	2157	4	23	2877	4	18	1777	4	36	1953	4	30	3113	3	6	2157	3	3	5300	4	42	4453	4	25	1814	3	28	1704	3	10	1564	4	35	2422	2	17	1437	3	33	3105	3	41	2109	4	24	1699	3	38	66225	3	32	1727	4	15	2280	US	1	4	174	158	1	4	5	5	4	5	6	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	28	1	1	1	4	1	60	2	1	7	"
"4	7	5367	3	35	3652	4	23	3443	4	34	4324	4	31	2765	2	42	3219	4	17	3748	4	10	4286	3	38	6988	4	27	3943	4	14	3181	4	29	3021	4	36	1875	1	22	15133	3	20	3755	4	41	4385	4	30	2368	2	11	4505	2	9	7098	3	2	2013	4	1	2129	4	5	4784	3	33	3485	3	39	8438	4	32	6562	4	15	3197	4	13	3020	3	26	3610	4	12	5848	4	37	4542	4	25	4901	3	6	6481	4	21	2352	4	3	5235	4	18	5803	4	16	1849	4	24	2871	4	8	4615	4	19	2132	3	40	4423	4	28	3711	3	4	8734	PK	0	4	223	206	1	2	1	3	3	3	3	1	3	3	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	3	1	2	2	28	1	1	2	10	4	10	1	3	2	HR"
"3	30	6261	2	35	5883	2	36	7167	2	1	24464	3	15	3850	2	3	10137	2	18	5349	4	27	3853	2	39	5417	3	2	11214	4	22	9834	3	38	4633	3	33	2199	4	16	7503	1	11	17835	2	7	8016	3	12	5815	2	34	5618	2	9	6517	2	10	3399	2	14	4684	4	31	3389	1	29	4100	3	20	3653	2	6	10682	3	25	5270	4	19	9652	2	42	2083	3	24	5197	2	26	7480	3	13	3300	3	41	3551	3	32	4717	3	23	2914	3	5	9286	2	40	2715	3	8	4668	2	4	5315	3	37	2384	3	28	5117	2	21	9317	2	17	11499	AU	1	570	277	562	5	5	7	5	3	3	6	1	3	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	1	1	51	1	1	1	7	1	60	1	2	4	"
"2	35	2049	2	33	1536	1	28	2224	3	16	2336	3	5	6607	2	22	3481	1	25	2569	2	24	1351	2	30	4848	1	34	1647	2	12	3720	1	10	5400	2	8	2215	1	38	7129	3	3	3080	2	15	3927	1	42	1761	2	21	1895	2	9	4656	2	17	2632	1	41	1295	1	14	2648	1	31	1425	2	39	3184	3	18	9352	2	37	2151	2	36	1616	1	26	1871	2	1	12129	2	2	6711	1	40	8184	3	29	9000	1	23	1928	1	13	1401	2	4	4816	1	19	1577	1	32	1928	1	6	2249	3	27	2952	3	20	2496	4	11	7168	3	7	2225	GB	2	1795	154	8	1	6	1	7	6	7	4	6	1	2	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	2	2	1	1	15	2	1	1	2	3	60	2	1	2	N/A"
"3	1	10864	4	27	3274	4	12	7608	1	41	3669	2	23	3400	4	42	3391	1	35	6150	4	40	2276	3	17	6123	3	18	4109	4	38	2433	4	31	3117	4	2	13861	4	29	4336	3	39	6553	3	15	13541	2	13	4865	4	36	3348	3	10	6222	3	30	2904	3	24	4412	4	25	2774	3	6	4150	4	37	2411	3	11	8157	3	34	4610	4	21	2970	4	8	3243	4	5	5966	3	16	7650	4	22	2418	4	32	3823	4	26	2802	3	20	2862	4	7	6854	3	19	2368	3	14	5590	3	9	4421	4	33	2122	3	28	6249	2	3	11346	3	4	12502	US	1	8	224	175	7	5	6	7	7	7	4	7	1	5	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	4	1	2	1	48	1	1	1	12	1	60	1	3	3	Business"
"4	36	3745	2	20	975	1	42	3342	4	6	2333	2	9	2689	4	21	1985	4	13	2228	4	11	1645	4	40	13322	3	1	7662	4	19	1721	4	30	3206	3	18	726	4	31	2597	4	23	3018	1	39	1691	3	4	5085	2	41	23601	4	12	4758	4	14	1359	1	34	1601	1	8	14746	1	32	3999	2	22	5329	4	29	2570	1	24	2766	4	2	5114	4	17	1515	4	15	1453	2	5	22798	1	26	3447	4	7	2146	4	25	1775	3	10	2333	4	27	3392	4	35	1319	2	3	4128	1	33	2039	4	38	1712	4	37	2234	4	28	1244	2	16	3522	IT	2	3	190	74	1	7	3	7	3	7	4	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	3	2	2	18	1	1	1	2	2	60	2	1	2	Political science "
"3	20	7250	4	4	6283	1	7	5705	1	1	13424	3	40	113602	4	29	11903	2	42	9569	2	27	5699	4	30	6533	4	28	4351	4	8	6052	2	33	6051	3	25	5602	4	3	9981	2	2	7621	4	35	3636	2	18	9165	2	16	8583	1	36	6248	2	32	90535	2	19	6015	2	12	4450	2	31	2398	4	13	6600	2	5	13818	2	6	5847	3	38	3313	1	11	4399	3	34	3680	1	17	11000	1	10	3982	3	23	4667	2	26	5599	4	14	4968	3	21	5185	1	24	2664	2	41	8982	4	15	12915	3	22	3000	4	37	30084	1	9	3200	3	39	36474	TR	2	3	520	207	4	5	5	7	7	4	1	2	5	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	4	1	2	2	38	2	1	1	2	1	60	1	2	2	pharmacology"
